Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Attacking the IEC 61131 Logic Engine in Programmable Logic Controllers,Critical Infrastructure Protection XV,,,,10.1007/978-3-030-93511-5_4,Syed Ali QasimAdeen AyubJordan JohnsonIrfan Ahmed,2022,https://link.springer.com/chapter/10.1007/978-3-030-93511-5_4,Conference paper
SLF-ADM: Securing Linux frontiers: Advanced persistent threat (APT) detection using machine learning,Neural Computing and Applications,,,,10.1007/s00521-025-11338-8,Syed Sohaib KarimMehreen AfzalWaseem IqbalDawood Al AbriYawar Abbas,2025,https://link.springer.com/article/10.1007/s00521-025-11338-8,Article
DynVMDroid: Android App Protection via&#xa0;Code Disorder and&#xa0;Dynamic Recovery,Digital Forensics and Cyber Crime,,,,10.1007/978-3-031-56583-0_16,Weimiao FengRui HuCong ZhouLei Yu,2024,https://link.springer.com/chapter/10.1007/978-3-031-56583-0_16,Conference paper
BlockLens: Detecting Malicious Transactions in&#xa0;Ethereum Using LLM Techniques,Information Security,,,,10.1007/978-3-032-08124-7_32,Chi FengLei Fan,2026,https://link.springer.com/chapter/10.1007/978-3-032-08124-7_32,Conference paper
Automated Programmable Logic Controller Memory Forensics Using RGB Image Analysis and&#xa0;Deep Learning,Critical Infrastructure Protection XVIII,,,,10.1007/978-3-031-81888-2_7,Rima Asmar AwadMichael SprayberryIrfan AhmedMichael RogersJuan Lopez,2025,https://link.springer.com/chapter/10.1007/978-3-031-81888-2_7,Conference paper
Malicious software identification based on deep learning algorithms and API feature extraction,EURASIP Journal on Information Security,,,,10.1186/s13635-025-00197-4,Wei Sun,2025,https://link.springer.com/article/10.1186/s13635-025-00197-4,Article
An Autonomous Recovery Guidance System for&#xa0;USV Based on&#xa0;Optimized Genetic Algorithm,Artificial Intelligence,,,,10.1007/978-981-99-9119-8_24,Lulu ZhouXiaoming YePengzhan XieXiang Liu,2024,https://link.springer.com/chapter/10.1007/978-981-99-9119-8_24,Conference paper
Optimizing Static Malware Analysis: Tool Efficacy and Performance Metrics,Data Science and Security,,,,10.1007/978-981-96-4880-1_10,Jibin Jacob ManiT. M. Abishek Ansel,2025,https://link.springer.com/chapter/10.1007/978-981-96-4880-1_10,Conference paper
HETCN: A Highly Efficient Temporal Convolutional Neural Network for Vulnerability Detection in Smart Contracts,Blockchain Technology and Application,,,,10.1007/978-981-96-6232-6_14,Hongyu YanChunjie CaoZhaoxing JingHaochen LiZhiyuan LiuHaojie YuQi ZhangJingzhang Sun,2025,https://link.springer.com/chapter/10.1007/978-981-96-6232-6_14,Conference paper
Behavior-Based Detection Method for Android Malware,Android Malware Detection and Adversarial Methods,,,,10.1007/978-981-97-1459-9_3,Weina NiuXiaosong ZhangRan YanJiacheng Gong,2024,https://link.springer.com/chapter/10.1007/978-981-97-1459-9_3,Chapter
Spying on&#xa0;the&#xa0;Spy: Security Analysis of&#xa0;Hidden Cameras,Network and System Security,,,,10.1007/978-3-031-39828-5_19,Samuel HerodotouFeng Hao,2023,https://link.springer.com/chapter/10.1007/978-3-031-39828-5_19,Conference paper
Analysis of&#xa0;Permissions and&#xa0;Trackers in&#xa0;Android Apps Targeting Children Under Thirteen,Cybersecurity,,,,10.1007/978-3-031-94855-8_5,Jamie FitzpatrickVirginia N. L. Franqueira,2025,https://link.springer.com/chapter/10.1007/978-3-031-94855-8_5,Conference paper
Hybrid Deep Learning Approach Based on LSTM and CNN for Malware Detection,Wireless Personal Communications,,,,10.1007/s11277-024-11366-y,Preeti ThakurVineet KansalVinay Rishiwal,2024,https://link.springer.com/article/10.1007/s11277-024-11366-y,Article
On Propositional Program Equivalence (Extended Abstract),"Logic, Language, Information, and Computation",,,,10.1007/978-3-031-99536-1_1,Tobias Kappé,2026,https://link.springer.com/chapter/10.1007/978-3-031-99536-1_1,Conference paper
"Transparency and&#xa0;Consent Challenges in&#xa0;mHealth Apps: An Interdisciplinary Study of&#xa0;Privacy Policies, Data Sharing, and&#xa0;Dark Patterns",Computer Security – ESORICS 2025,,,,10.1007/978-3-032-07901-5_1,Mehrdad BahriniAlexander HerbstMerle FreyeMatthias KohnKarsten SohrRainer Malaka,2026,https://link.springer.com/chapter/10.1007/978-3-032-07901-5_1,Conference paper
Marvolo: Programmatic Data Augmentation for&#xa0;Deep Malware Detection,Machine Learning and Knowledge Discovery in Databases: Research Track,,,,10.1007/978-3-031-43412-9_16,Mike WongEdward RaffJames HoltRavi Netravali,2023,https://link.springer.com/chapter/10.1007/978-3-031-43412-9_16,Conference paper
Firm-Vehicle: Trusted Communication Enabled Instruction Embedding Model for Resource-Constrained VANET Environments,Advanced Intelligent Computing Technology and Applications,,,,10.1007/978-981-97-5603-2_32,Rui ChenWaleed YounasJing Zhao,2024,https://link.springer.com/chapter/10.1007/978-981-97-5603-2_32,Conference paper
Malware Classification Using Deep Learning Approaches,Proceedings of the 12th International Conference on Soft Computing for Problem Solving,,,,10.1007/978-981-97-3180-0_35,Riya GoyalD. K. TayalB. Indra Thannaya,2024,https://link.springer.com/chapter/10.1007/978-981-97-3180-0_35,Conference paper
Intelligent analysis of android application privacy policy and permission consistency,Artificial Intelligence Review,,,,10.1007/s10462-024-10798-z,Tengfei TuHua ZhangBei GongDaizhong DuQiaoyan Wen,2024,https://link.springer.com/article/10.1007/s10462-024-10798-z,Article
An Overview of Artificial Intelligence Applications in Cybersecurity Domains,Smart Trends in Computing and Communications,,,,10.1007/978-981-97-1326-4_2,Sairaj S. LumpatkiSwapnaja Patwardhan,2024,https://link.springer.com/chapter/10.1007/978-981-97-1326-4_2,Conference paper
Code Similarity in Clone Detection,Code Clone Analysis,,,,10.1007/978-981-16-1927-4_10,Jens KrinkeChaiyong Ragkhitwetsagul,2021,https://link.springer.com/chapter/10.1007/978-981-16-1927-4_10,Chapter
DryJIN: Detecting Information Leaks in&#xa0;Android Applications,ICT Systems Security and Privacy Protection,,,,10.1007/978-3-031-65175-5_6,Minseong ChoiYubin ImSteve KoYonghwi KwonYuseok JeonHaehyun Cho,2024,https://link.springer.com/chapter/10.1007/978-3-031-65175-5_6,Conference paper
An Android Malware Detection Method Based on Optimized Feature Extraction Using Graph Convolutional Network,Digital Forensics and Cyber Crime,,,,10.1007/978-3-031-56583-0_19,Zhiqiang WangZhuoyue WangYing Zhang,2024,https://link.springer.com/chapter/10.1007/978-3-031-56583-0_19,Conference paper
Suspected Software-Code Restoration Using a Dictionary Led System,"Proceedings of the Future Technologies Conference (FTC) 2020, Volume 3",,,,10.1007/978-3-030-63092-8_61,Menachem DombGuy Leshem,2021,https://link.springer.com/chapter/10.1007/978-3-030-63092-8_61,Conference paper
Research on Data Drift and Class Imbalance in Android Malware Detection,"Mobile and Ubiquitous Systems: Computing, Networking and Services",,,,10.1007/978-3-031-63989-0_22,Zhen LiuRuoyu WangBitao PengChangji WangQingqing Gan,2024,https://link.springer.com/chapter/10.1007/978-3-031-63989-0_22,Conference paper
Not so&#xa0;Immutable: Upgradeability of&#xa0;Smart Contracts on&#xa0;Ethereum,Financial Cryptography and Data Security. FC 2022 International Workshops,,,,10.1007/978-3-031-32415-4_33,Mehdi SalehiJeremy ClarkMohammad Mannan,2023,https://link.springer.com/chapter/10.1007/978-3-031-32415-4_33,Conference paper
Analysis and Research on Dynamic Measurements Technology,"Communications, Signal Processing, and Systems",,,,10.1007/978-981-99-2362-5_29,Yingfang FuHaoxiang HuangJianbiao Zhang,2023,https://link.springer.com/chapter/10.1007/978-981-99-2362-5_29,Conference paper
Function Level Cross-Modal Code Similarity Detection with&#xa0;Jointly Trained Deep Encoders,"Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery",,,,10.1007/978-3-031-20738-9_8,Zhenzhou TianLumeng Wang,2023,https://link.springer.com/chapter/10.1007/978-3-031-20738-9_8,Conference paper
Clone detection in 5G-enabled social IoT system using graph semantics and deep learning model,International Journal of Machine Learning and Cybernetics,,,,10.1007/s13042-020-01246-9,Farhan UllahMuhammad Rashid NaeemLeonardo MostardaSyed Aziz Shah,2021,https://link.springer.com/article/10.1007/s13042-020-01246-9,Article
<i>Picker Blinder</i>: a framework for automatic injection of malicious inter-app communication,Journal of Computer Virology and Hacking Techniques,,,,10.1007/s11416-023-00510-0,Rosangela CasolareStefano FagnanoGiacomo IadarolaFabio MartinelliFrancesco MercaldoAntonella Santone,2024,https://link.springer.com/article/10.1007/s11416-023-00510-0,Article
LEVERAGING USB POWER DELIVERY IMPLEMENTATIONS FOR DIGITAL FORENSIC ACQUISITION,Advances in Digital Forensics XVII,,,,10.1007/978-3-030-88381-2_6,Gunnar AlendalStefan AxelssonGeir Olav Dyrkolbotn,2021,https://link.springer.com/chapter/10.1007/978-3-030-88381-2_6,Conference paper
BinSimDB: Benchmark Dataset Construction for&#xa0;Fine-Grained Binary Code Similarity Analysis,Security and Privacy in Communication Networks,,,,10.1007/978-3-031-94455-0_10,Fei ZuoCody TompkinsQiang ZengLannan LuoYung Ryn ChoeJunghwan Rhee,2026,https://link.springer.com/chapter/10.1007/978-3-031-94455-0_10,Conference paper
Android Malware Detection Using Ensemble Learning on Sensitive APIs,"Edge Computing and IoT: Systems, Management and Security",,,,10.1007/978-3-030-73429-9_8,Junhui YuChunlei ZhaoWenbai ZhengYunlong LiChunxiang ZhangChao Chen,2021,https://link.springer.com/chapter/10.1007/978-3-030-73429-9_8,Conference paper
Deep-Learning-Based Vulnerability Detection in&#xa0;Binary Executables,Foundations and Practice of Security,,,,10.1007/978-3-031-30122-3_28,Andreas SchaadDominik Binder,2023,https://link.springer.com/chapter/10.1007/978-3-031-30122-3_28,Conference paper
A Deep Dive into Deep Learning-Based Adversarial Attacks and Defenses in Computer Vision: From a Perspective of Cybersecurity,Intelligent Sustainable Systems,,,,10.1007/978-981-99-7569-3_28,B. VineethaJ. SuryaprasadS. S. ShylajaPrasad B. Honnavalli,2024,https://link.springer.com/chapter/10.1007/978-981-99-7569-3_28,Conference paper
Multi-NetDroid: Multi-layer Perceptron Neural Network for&#xa0;Android Malware Detection,Ubiquitous Security,,,,10.1007/978-981-97-1274-8_15,Andri RaiEul Gyu Im,2024,https://link.springer.com/chapter/10.1007/978-981-97-1274-8_15,Conference paper
Experimental Study of&#xa0;Binary Diffing Resilience on&#xa0;Obfuscated Programs,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-97620-9_13,Roxane CohenRobin DavidRiccardo MoriFlorian YgerFabrice Rossi,2025,https://link.springer.com/chapter/10.1007/978-3-031-97620-9_13,Conference paper
Graph-Powered Mining and&#xa0;Analysis of&#xa0;SELinux Security Policies,"Proceedings of the Future Technologies Conference (FTC) 2024, Volume 4",,,,10.1007/978-3-031-73128-0_9,Amir EamanPeter JadczykHugh Chipman,2024,https://link.springer.com/chapter/10.1007/978-3-031-73128-0_9,Conference paper
An Empirical Study of&#xa0;Multi-language Security Patches in&#xa0;Open Source Software,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-97623-0_8,Shiyu SunYunlong XingGrant ZouXinda WangKun Sun,2025,https://link.springer.com/chapter/10.1007/978-3-031-97623-0_8,Conference paper
Exploring the&#xa0;Potential of&#xa0;LLMs for&#xa0;Code Deobfuscation,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-031-97620-9_15,David BesteGrégoire MenguyHossein HajipourMario FritzAntonio Emanuele CinàSébastien BardinThorsten HolzThorsten EisenhoferLea Schönherr,2025,https://link.springer.com/chapter/10.1007/978-3-031-97620-9_15,Conference paper
Automatic Software Vulnerability Detection in&#xa0;Binary Code,Machine Learning for Cyber Security,,,,10.1007/978-981-96-4566-4_11,Shigang LiuLin LiXinbo BanChao ChenJun ZhangSeyit CamtepeYang Xiang,2025,https://link.springer.com/chapter/10.1007/978-981-96-4566-4_11,Conference paper
Advancements in Malware Evasion: Analysis Detection and the Future Role of AI,Malware,,,,10.1007/978-3-031-66245-4_12,Razvan GavrilaAlexandros Zacharis,2025,https://link.springer.com/chapter/10.1007/978-3-031-66245-4_12,Chapter
Auditing and&#xa0;Attributing Behaviours of&#xa0;Suspicious Android Health Applications,Network and System Security,,,,10.1007/978-981-96-3531-3_12,Muhammad SalmanI. Wayan Budi SantanaMuhammad IkramMohamed Ali Kaafar,2025,https://link.springer.com/chapter/10.1007/978-981-96-3531-3_12,Conference paper
A Comprehensive Review of Machine Learning Approaches in IoT and Cyber Security for Information Systems Analysis,Explainable IoT Applications: A Demystification,,,,10.1007/978-3-031-74885-1_2,G. Prabhakar ReddyP. DeepanM. Arsha ReddyR. SanthoshkumarB. Rajalingam,2025,https://link.springer.com/chapter/10.1007/978-3-031-74885-1_2,Chapter
Android Malware Detection (AMD) Using Stacked Deep Learning Ensemble Classifier Fusion (SDLECF) with Nature-Inspired Based Ensemble Feature Selection (NIEFS),Artificial Intelligence Based Smart and Secured Applications,,,,10.1007/978-3-032-17840-4_31,Anuja A. RajanR. Durga,2026,https://link.springer.com/chapter/10.1007/978-3-032-17840-4_31,Conference paper
An Overview of&#xa0;Termination in&#xa0;the&#xa0;Ethereum Blockchain,Blockchain Technology and Emerging Applications,,,,10.1007/978-3-032-12335-0_14,Luca OlivieriLuca PasettoLuca NegriniPietro Ferrara,2026,https://link.springer.com/chapter/10.1007/978-3-032-12335-0_14,Conference paper
Comprehension of Computer Programs Through Reverse Engineering Approaches and Techniques: A Systematic Mapping Study,New Perspectives in Software Engineering,,,,10.1007/978-3-031-20322-0_9,Yazmin Alejandra Luna-HerreraJuan Carlos Pérez-ArriagaJorge Octavio Ocharán-HernándezÁngel J. Sanchéz-García,2023,https://link.springer.com/chapter/10.1007/978-3-031-20322-0_9,Conference paper
Detecting Unknown Vulnerabilities in&#xa0;Smart Contracts with&#xa0;Multi-Label Classification Model Using CNN-BiLSTM,Ubiquitous Security,,,,10.1007/978-981-99-0272-9_4,Wanyi GuGuojun WangPeiqiang LiXubin LiGuangxin ZhaiXiangbin LiMingfei Chen,2023,https://link.springer.com/chapter/10.1007/978-981-99-0272-9_4,Conference paper
Adware and Spyware Detection Using Classification and Association,"Proceedings of International Conference on Deep Learning, Computing and Intelligence",,,,10.1007/978-981-16-5652-1_31,Kalyan AnumulaJoseph Raymond,2022,https://link.springer.com/chapter/10.1007/978-981-16-5652-1_31,Conference paper
Out in&#xa0;the&#xa0;Open: On the&#xa0;Implementation of&#xa0;Mobile App Filtering in&#xa0;India,Passive and Active Measurement,,,,10.1007/978-3-031-56252-5_2,Devashish GosainKartikey SinghRishi SharmaJithin Suresh BabuSambuddho Chakravaty,2024,https://link.springer.com/chapter/10.1007/978-3-031-56252-5_2,Conference paper
FEdroid: a lightweight and interpretable machine learning-based android malware detection system,Cluster Computing,,,,10.1007/s10586-024-04865-x,Hong HuangWeitao HuangYinghang ZhouWengang LuoYunfei Wang,2025,https://link.springer.com/article/10.1007/s10586-024-04865-x,Article
Detection of Android Malwares on IOT Platform Using PCA and Machine Learning,Proceedings of International Conference on Recent Innovations in Computing,,,,10.1007/978-981-19-9876-8_16,Bilal Ahmad MantooSumit MalhotraKiran Gupta,2023,https://link.springer.com/chapter/10.1007/978-981-19-9876-8_16,Conference paper
Mapping Risk Assessment Strategy for COVID-19 Mobile Apps’ Vulnerabilities,Intelligent Computing,,,,10.1007/978-3-030-80119-9_72,Tanusree SharmaHunter A. DyerRoy H. CampbellMasooda Bashir,2022,https://link.springer.com/chapter/10.1007/978-3-030-80119-9_72,Conference paper
Three-Layered Hybrid Analysis Technique for Android Malware Detection,Advances in Data Science and Computing Technologies,,,,10.1007/978-981-99-3656-4_31,Tejpal SharmaDhavleesh Rattan,2023,https://link.springer.com/chapter/10.1007/978-981-99-3656-4_31,Conference paper
RustBound: Function Boundary Detection over&#xa0;Rust Stripped Binaries,Security and Privacy in Cyber-Physical Systems and Smart Vehicles,,,,10.1007/978-3-031-93354-7_11,Ryan EvansWilliam HawkinsBoyang Wang,2025,https://link.springer.com/chapter/10.1007/978-3-031-93354-7_11,Conference paper
A Computationally Inexpensive Method Based on&#xa0;Transfer Learning for Mobile Malware Detection,Proceedings of Fourth International Conference on Computer and Communication Technologies,,,,10.1007/978-981-19-8563-8_25,Saket AcharyaUmashankar RawatRoheet Bhatnagar,2023,https://link.springer.com/chapter/10.1007/978-981-19-8563-8_25,Conference paper
Obfuscation for&#xa0;Deep Neural Networks Against Model Extraction: Attack Taxonomy and&#xa0;Defense Optimization,Applied Cryptography and Network Security,,,,10.1007/978-3-031-95767-3_15,Yulian SunVedant BondeLi DuanYong Li,2025,https://link.springer.com/chapter/10.1007/978-3-031-95767-3_15,Conference paper
Comparative Analysis of Detection of Network Attacks Using Deep Learning Algorithms,Proceedings of International Conference on Advanced Communications and Machine Intelligence,,,,10.1007/978-981-99-2768-5_4,Sandeep SinghMohit RajputShalini Bhaskar BajajKhushboo TripathiNagendra Aneja,2023,https://link.springer.com/chapter/10.1007/978-981-99-2768-5_4,Conference paper
Integrating Artifact Translation Into Model Transformation Processes,Service-Oriented Computing,,,,10.1007/978-3-031-72578-4_3,Daniel VietzJohanna BarzenLukas HarzenetterFrank LeymannBenjamin Weder,2025,https://link.springer.com/chapter/10.1007/978-3-031-72578-4_3,Conference paper
Ransomware as&#xa0;a&#xa0;Service: Demystifying Android Ransomware Generators,Security and Privacy in Communication Networks,,,,10.1007/978-3-031-64954-7_22,Can TuLiu WangYang XuYiping ZhaoHaitao XuHaoyu Wang,2025,https://link.springer.com/chapter/10.1007/978-3-031-64954-7_22,Conference paper
Graph attention network vulnerability detection model with global feature augmentation for smart contracts,Journal of Cloud Computing,,,,10.1186/s13677-025-00798-x,Miaoer LiYi ZhuYali LiuZexin LiJunge Huang,2025,https://link.springer.com/article/10.1186/s13677-025-00798-x,Article
Android Malware Detection Against String Encryption Based Obfuscation,Third Congress on Intelligent Systems,,,,10.1007/978-981-19-9379-4_39,Dip BhaktaMohammad Abu YousufMd. Sohel Rana,2023,https://link.springer.com/chapter/10.1007/978-981-19-9379-4_39,Conference paper
A vehicle firmware security vulnerability: an IVI exploitation,Journal of Computer Virology and Hacking Techniques,,,,10.1007/s11416-024-00522-4,Gianpiero CostantinoMarco De VincenziIlaria Matteucci,2024,https://link.springer.com/article/10.1007/s11416-024-00522-4,Article
Hacking Your App,Android Apps Security,,,,10.1007/978-1-4842-1682-8_5,Sheran Gunasekera,2020,https://link.springer.com/chapter/10.1007/978-1-4842-1682-8_5,Chapter
Contract-guardian: a bagging-based gradient boosting decision tree for detection vulnerability in smart contract,Cluster Computing,,,,10.1007/s10586-025-05230-2,Ghazi Mergani Ahmead AliHongsong Chen,2025,https://link.springer.com/article/10.1007/s10586-025-05230-2,Article
Ensemble learning-based adaptive and adversarial techniques for APT attack detection,International Journal of Information Security,,,,10.1007/s10207-025-01053-9,Nguyen Thanh TungCho Do XuanVu Thanh Long,2025,https://link.springer.com/article/10.1007/s10207-025-01053-9,Article
Detection of Malicious Program for the Android Platform by Deep Training,Algorithms and Solutions Based on Computer Technology,,,,10.1007/978-3-030-93872-7_3,Aleksandr SuprunTatiana TatarnikovaIgor SikarevAnastasia Shmeleva,2022,https://link.springer.com/chapter/10.1007/978-3-030-93872-7_3,Conference paper
Mobile Application Security Using Static and Dynamic Analysis,Machine Intelligence and Big Data Analytics for Cybersecurity Applications,,,,10.1007/978-3-030-57024-8_20,Hossain ShahriarChi ZhangMd Arabin TalukderSaiful Islam,2021,https://link.springer.com/chapter/10.1007/978-3-030-57024-8_20,Chapter
Smali code-based deep learning model for Android malware detection,The Journal of Supercomputing,,,,10.1007/s11227-025-07055-7,Abhishek AnandJyoti Prakash SinghAmit Kumar Singh,2025,https://link.springer.com/article/10.1007/s11227-025-07055-7,Article
DESCG: data encoding scheme classification with GNN in binary analysis,Automated Software Engineering,,,,10.1007/s10515-025-00538-0,Xushu DaiNanqing LuoHaizhou WangZhilong WangChen CaoPeng Liu,2025,https://link.springer.com/article/10.1007/s10515-025-00538-0,Article
Application of deep learning in malware detection: a review,Journal of Big Data,,,,10.1186/s40537-025-01157-y,Yafei SongDandan ZhangJian WangYanan WangYang WangPeng Ding,2025,https://link.springer.com/article/10.1186/s40537-025-01157-y,Article
Data Collection with Honeypot Server for Reverse Engineering of Malware,8th EAI International Conference on Management of Manufacturing Systems,,,,10.1007/978-3-031-53161-3_5,Ivan CvitićMarko PerišaJosip Vladava,2024,https://link.springer.com/chapter/10.1007/978-3-031-53161-3_5,Conference paper
Assessing Deep Learning Predictions in&#xa0;Image-Based Malware Detection with&#xa0;Activation Maps,Security and Trust Management,,,,10.1007/978-3-031-29504-1_6,Giacomo IadarolaFrancesco MercaldoFabio MartinelliAntonella Santone,2023,https://link.springer.com/chapter/10.1007/978-3-031-29504-1_6,Conference paper
Beyond the virus: a first look at coronavirus-themed Android malware,Empirical Software Engineering,,,,10.1007/s10664-021-09974-4,Liu WangRen HeHaoyu WangPengcheng XiaYuanchun LiLei WuYajin ZhouXiapu LuoYulei SuiYao GuoGuoai Xu,2021,https://link.springer.com/article/10.1007/s10664-021-09974-4,Article
A Method Against Adversarial Attacks to&#xa0;Enhance the&#xa0;Robustness of&#xa0;Deep Learning Models,Integrated Uncertainty in Knowledge Modelling and Decision Making,,,,10.1007/978-3-031-46781-3_29,Phi Ho TruongDuy Trung Pham,2023,https://link.springer.com/chapter/10.1007/978-3-031-46781-3_29,Conference paper
Remaining Useful Life Prediction of Power Supply Based on Range-Extended New Energy Vehicles,Prognostics and Health Management for Intelligent Electromechanical Systems,,,,10.1007/978-981-96-7218-9_8,Hui LiuFang ChengYanfei Li,2025,https://link.springer.com/chapter/10.1007/978-981-96-7218-9_8,Chapter
A Reverse Design Framework for&#xa0;Modifiable-off-the-Shelf Embedded Systems: Application to&#xa0;Open-Source Autopilots,Model and Data Engineering,,,,10.1007/978-3-031-21595-7_10,Soulimane KamniYassine OuhammouEmmanuel GrolleauAntoine BertoutGautier Hattenberger,2023,https://link.springer.com/chapter/10.1007/978-3-031-21595-7_10,Conference paper
A comparative study between android phone and TV apps,Automated Software Engineering,,,,10.1007/s10515-025-00514-8,Yonghui LiuXiao ChenYue LiuPingfan KongTegawendé F. BissyandéJacques KleinXiaoyu SunLi LiChunyang ChenJohn Grundy,2025,https://link.springer.com/article/10.1007/s10515-025-00514-8,Article
GBADroid: an Android malware detection method based on multi-view feature fusion,The Journal of Supercomputing,,,,10.1007/s11227-025-06977-6,Yi MengNurbol LuktarhanXiaotong YangGuodong Zhao,2025,https://link.springer.com/article/10.1007/s11227-025-06977-6,Article
BCGen: a comment generation method for bytecode,Automated Software Engineering,,,,10.1007/s10515-022-00374-6,Yuan HuangJinbo HuangXiangping ChenKunning HeXiaocong Zhou,2022,https://link.springer.com/article/10.1007/s10515-022-00374-6,Article
Code Quality Metrics for&#xa0;Functional Features in&#xa0;Modern Object-Oriented Languages,"Composability, Comprehensibility and Correctness of Working Software",,,,10.1007/978-3-031-42833-3_10,Bart ZuilhofRinse van HeesClemens Grelck,2023,https://link.springer.com/chapter/10.1007/978-3-031-42833-3_10,Conference paper
A Lightweight Model for Malicious Code Classification Based on Structural Reparameterisation and Large Convolutional Kernels,International Journal of Computational Intelligence Systems,,,,10.1007/s44196-023-00400-9,Sicong LiJian WangYafei SongShuo WangYanan Wang,2024,https://link.springer.com/article/10.1007/s44196-023-00400-9,Article
Security Analysis of Software Updates for Industrial Robots,Critical Infrastructure Protection XV,,,,10.1007/978-3-030-93511-5_11,Chun-Fai ChanKam-Pui ChowTim Tang,2022,https://link.springer.com/chapter/10.1007/978-3-030-93511-5_11,Conference paper
Research on smart-locks cybersecurity and vulnerabilities,Wireless Networks,,,,10.1007/s11276-023-03376-8,Cándido Caballero-GilRafael ÁlvarezCandelaria Hernández-GoyaJezabel Molina-Gil,2023,https://link.springer.com/article/10.1007/s11276-023-03376-8,Article
FSmell: Recognizing Inline Function in&#xa0;Binary Code,Computer Security – ESORICS 2023,,,,10.1007/978-3-031-51476-0_24,Wei LinQingli GuoJiawei YinXiangyu ZuoRongqing WangXiaorui Gong,2024,https://link.springer.com/chapter/10.1007/978-3-031-51476-0_24,Conference paper
Companion Apps or&#xa0;Backdoors? On the&#xa0;Security of&#xa0;Automotive Companion Apps,Computer Security – ESORICS 2024,,,,10.1007/978-3-031-70896-1_2,Prashanthi MallojulaFengjun LiXiaojiang DuBo Luo,2024,https://link.springer.com/chapter/10.1007/978-3-031-70896-1_2,Conference paper
Machine Learning for Static Malware Analysis,Encyclopedia of Machine Learning and Data Science,,,,10.1007/978-1-4899-7502-7_981-1,Ziad MansourChristopher MolloySteven H. H. Ding,2022,https://link.springer.com/rwe/10.1007/978-1-4899-7502-7_981-1,Living reference work entry
Horus: A Security Assessment Framework for Android Crypto Wallets,Security and Privacy in Communication Networks,,,,10.1007/978-3-030-90022-9_7,Md Shahab UddinMohammad MannanAmr Youssef,2021,https://link.springer.com/chapter/10.1007/978-3-030-90022-9_7,Conference paper
Program Code Protecting Mechanism Based on Obfuscation Tools,System Analysis & Intelligent Computing,,,,10.1007/978-3-030-94910-5_20,Vadym MukhinValerii ZavgorodniiYaroslav KornagaIvan KrysakMaxim BazaliyOleg Mukhin,2022,https://link.springer.com/chapter/10.1007/978-3-030-94910-5_20,Chapter
A federated approach to Android malware classification through Perm-Maps,Cluster Computing,,,,10.1007/s10586-021-03490-2,Gianni D’AngeloFrancesco PalmieriAntonio Robustelli,2022,https://link.springer.com/article/10.1007/s10586-021-03490-2,Article
XFP-recognizer: detecting cross-file browser fingerprinting,Cybersecurity,,,,10.1186/s42400-024-00349-y,Xiaoxi WangZhenxu LiuChunyang ZhengXinyu LiuWei LiuYuling LiuQixu Liu,2025,https://link.springer.com/article/10.1186/s42400-024-00349-y,Article
Project Bicep,Building Applications with Azure Resource Manager (ARM),,,,10.1007/978-1-4842-7747-8_19,David Rendón,2022,https://link.springer.com/chapter/10.1007/978-1-4842-7747-8_19,Chapter
Advanced Experimental Environments,CPU Design and Practice,,,,10.1007/978-981-96-6573-0_11,Wenxiang WangJinzhang Xing,2025,https://link.springer.com/chapter/10.1007/978-981-96-6573-0_11,Chapter
Deductive verification of smart contracts with Dafny,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-024-00738-1,Franck CassezJoanne FullerHoracio Mijail Antón Quiles,2024,https://link.springer.com/article/10.1007/s10009-024-00738-1,Article
Thirty years of <i>Artificial Intelligence and Law</i>: the first decade,Artificial Intelligence and Law,,,,10.1007/s10506-022-09329-4,Guido GovernatoriTrevor Bench-CaponBart VerheijMichał AraszkiewiczEnrico FrancesconiMatthias Grabmair,2022,https://link.springer.com/article/10.1007/s10506-022-09329-4,Article
Differential Privacy Under Membership Inference Attacks,"Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications",,,,10.1007/978-981-99-8296-7_18,Trung HaTrang VoTran Khanh DangNguyen Thi Huyen Trang,2023,https://link.springer.com/chapter/10.1007/978-981-99-8296-7_18,Conference paper
CryptoLLM: Harnessing the&#xa0;Power of&#xa0;LLMs to&#xa0;Detect Cryptographic API Misuse,Computer Security – ESORICS 2024,,,,10.1007/978-3-031-70879-4_18,Heewon BaekMinwook LeeHyoungshick Kim,2024,https://link.springer.com/chapter/10.1007/978-3-031-70879-4_18,Conference paper
How to&#xa0;Make Taint Analysis Precise,Challenges of Software Verification,,,,10.1007/978-981-19-9601-6_3,Francesco LogozzoIbrahim Mohamed,2023,https://link.springer.com/chapter/10.1007/978-981-19-9601-6_3,Chapter
Flexible Reverse Engineering of Desktop and Web Applications,Computational Intelligence for Engineering and Management Applications,,,,10.1007/978-981-19-8493-8_45,Shilpi SharmaShubham VashisthIshika Dhall,2023,https://link.springer.com/chapter/10.1007/978-981-19-8493-8_45,Conference paper
