Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A Study on Optimization Techniques for the Smart Virtual Machine Platform,Future Generation Information Technology,,,,10.1007/978-3-642-35585-1_23,YunSik SonYangSun Lee,2012,https://link.springer.com/chapter/10.1007/978-3-642-35585-1_23,Conference paper
Inside the DEX File,Decompiling Android,,,,10.1007/978-1-4302-4249-9_3,Godfrey Nolan,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4249-9_3,Chapter
A Novel Obfuscation: Class Hierarchy Flattening,Foundations and Practice of Security,,,,10.1007/978-3-642-37119-6_13,Christophe FoketBjorn De SutterBart CoppensKoen De Bosschere,2013,https://link.springer.com/chapter/10.1007/978-3-642-37119-6_13,Conference paper
A Framework for Guided Test Case Generation in Constraint Logic Programming,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-642-38197-3_12,José Miguel RojasMiguel Gómez-Zamalloa,2013,https://link.springer.com/chapter/10.1007/978-3-642-38197-3_12,Conference paper
AnDarwin: Scalable Detection of Semantically Similar Android Applications,Computer Security – ESORICS 2013,,,,10.1007/978-3-642-40203-6_11,Jonathan CrussellClint GiblerHao Chen,2013,https://link.springer.com/chapter/10.1007/978-3-642-40203-6_11,Conference paper
DSP Instruction Set Simulation,Handbook of Signal Processing Systems,,,,10.1007/978-1-4614-6859-2_29,Florian BrandnerNigel HorspoolAndreas Krall,2013,https://link.springer.com/chapter/10.1007/978-1-4614-6859-2_29,Chapter
A family of experiments to assess the effectiveness and efficiency of source code obfuscation techniques,Empirical Software Engineering,,,,10.1007/s10664-013-9248-x,Mariano CeccatoMassimiliano Di PentaPaolo FalcarinFilippo RiccaMarco TorchianoPaolo Tonella,2013,https://link.springer.com/article/10.1007/s10664-013-9248-x,Article
Translation Semantics and Static Analysis,Formal Languages and Compilation,,,,10.1007/978-1-4471-5514-0_5,Stefano Crespi ReghizziLuca BreveglieriAngelo Morzenti,2013,https://link.springer.com/chapter/10.1007/978-1-4471-5514-0_5,Chapter
Real-World Abstract Machines,Programming Language Concepts,,,,10.1007/978-1-4471-4156-3_9,Peter Sestoft,2012,https://link.springer.com/chapter/10.1007/978-1-4471-4156-3_9,Chapter
Publishing and Selling Your Apps,Android Apps Security,,,,10.1007/978-1-4302-4063-1_9,Sheran Gunasekera,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4063-1_9,Chapter
Service Interoperability in the Internet of Things,Internet of Things and Inter-cooperative Computational Technologies for Collective Intelligence,,,,10.1007/978-3-642-34952-2_3,Jose Delgado,2013,https://link.springer.com/chapter/10.1007/978-3-642-34952-2_3,Chapter
Debugger Internals,Software Exorcism: A Handbook for Debugging and Optimizing Legacy Code,,,,10.1007/978-1-4302-5108-8_4,Bill Blunden,2012,https://link.springer.com/chapter/10.1007/978-1-4302-5108-8_4,Chapter
Introduction,Software Similarity and Classification,,,,10.1007/978-1-4471-2909-7_1,Silvio CesareYang Xiang,2012,https://link.springer.com/chapter/10.1007/978-1-4471-2909-7_1,Chapter
Formal Methods of Program Analysis,Software Similarity and Classification,,,,10.1007/978-1-4471-2909-7_4,Silvio CesareYang Xiang,2012,https://link.springer.com/chapter/10.1007/978-1-4471-2909-7_4,Chapter
Language,Introducing .NET 4.5,,,,10.1007/978-1-4302-4333-5_5,Alex MackeyWilliam TullochMahesh Krishnan,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4333-5_5,Chapter
Feature Extraction,Software Similarity and Classification,,,,10.1007/978-1-4471-2909-7_7,Silvio CesareYang Xiang,2012,https://link.springer.com/chapter/10.1007/978-1-4471-2909-7_7,Chapter
Automated Extraction of Abstract Behavioural Models from JMS Applications,Formal Methods for Industrial Critical Systems,,,,10.1007/978-3-642-32469-7_2,Elvira AlbertBjarte M. ØstvoldJosé Miguel Rojas,2012,https://link.springer.com/chapter/10.1007/978-3-642-32469-7_2,Conference paper
Analysis of the Web Control Disassembly Code,"2011 International Conference in Electrics, Communication and Automatic Control Proceedings",,,,10.1007/978-1-4419-8849-2_66,Quanlong GuanHuanming ZhangShuanghuan Lv,2012,https://link.springer.com/chapter/10.1007/978-1-4419-8849-2_66,Conference paper
Functional Programs: Conversions between Deep and Shallow Embeddings,Interactive Theorem Proving,,,,10.1007/978-3-642-32347-8_29,Magnus O. Myreen,2012,https://link.springer.com/chapter/10.1007/978-3-642-32347-8_29,Conference paper
Taxonomy of Program Features,Software Similarity and Classification,,,,10.1007/978-1-4471-2909-7_2,Silvio CesareYang Xiang,2012,https://link.springer.com/chapter/10.1007/978-1-4471-2909-7_2,Chapter
"Indexers, Enumerators, and Iterators",A Programmer’s Guide to C# 5.0,,,,10.1007/978-1-4302-4594-0_18,Eric Gunnerson,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4594-0_18,Chapter
Interop,A Programmer’s Guide to C# 5.0,,,,10.1007/978-1-4302-4594-0_37,Eric Gunnerson,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4594-0_37,Chapter
Automatically Resolving Virtual Function Calls in Binary Executables,Recent Progress in Data Engineering and Internet Technology,,,,10.1007/978-3-642-28798-5_19,Tao WeiRunpu WuTielei WangXinjian ZhaoWei ZouWeihong Zheng,2012,https://link.springer.com/chapter/10.1007/978-3-642-28798-5_19,Conference paper
ARDrone corruption,Journal in Computer Virology,,,,10.1007/s11416-011-0158-4,Eddy Deligne,2011,https://link.springer.com/article/10.1007/s11416-011-0158-4,Article
Malware Detection in Ubiquitous Environments,ISSE 2012  Securing Electronic Business Processes,,,,10.1007/978-3-658-00333-3_17,Manuel García-CervigónRoberto Morales,2012,https://link.springer.com/chapter/10.1007/978-3-658-00333-3_17,Chapter
Portability Evaluation of Cryptographic Libraries on Android Smartphones,Cyberspace Safety and Security,,,,10.1007/978-3-642-35362-8_34,Alexandre M. BragaErick N. Nascimento,2012,https://link.springer.com/chapter/10.1007/978-3-642-35362-8_34,Conference paper
Dataflow Testing of Java Programs with DFC,Advances in Software Engineering Techniques,,,,10.1007/978-3-642-28038-2_17,Ilona BluemkeArtur Rembiszewski,2012,https://link.springer.com/chapter/10.1007/978-3-642-28038-2_17,Conference paper
APEFS: An Infrastructure for Permission-Based Filtering of Android Apps,Security and Privacy in Mobile Information and Communication Systems,,,,10.1007/978-3-642-33392-7_1,Simon MeurerRoland Wismüller,2012,https://link.springer.com/chapter/10.1007/978-3-642-33392-7_1,Conference paper
Boosting Single Thread Performance in Mobile Processors via Reconfigurable Acceleration,"Reconfigurable Computing: Architectures, Tools and Applications",,,,10.1007/978-3-642-28365-9_10,Geoffrey NduJim Garside,2012,https://link.springer.com/chapter/10.1007/978-3-642-28365-9_10,Conference paper
Pinpointing Malicious Activities through Network and System-Level Malware Execution Behavior,Computational Science and Its Applications – ICCSA 2012,,,,10.1007/978-3-642-31128-4_20,André Ricardo Abed GrégioVitor Monte AfonsoDario Simões Fernandes FilhoPaulo Lício de GeusMario JinoRafael Duarte Coelh dos Santos,2012,https://link.springer.com/chapter/10.1007/978-3-642-31128-4_20,Conference paper
What Language Do You Use to Create Your AI Programs and Why?,KI - Künstliche Intelligenz,,,,10.1007/s13218-011-0158-z,,2011,https://link.springer.com/article/10.1007/s13218-011-0158-z,Article
Validated Compilation through Logic,FM 2011: Formal Methods,,,,10.1007/978-3-642-21437-0_15,Guodong Li,2011,https://link.springer.com/chapter/10.1007/978-3-642-21437-0_15,Conference paper
Code Analysis,Pro .NET Best Practices,,,,10.1007/978-1-4302-4024-2_11,Stephen D. Ritchie,2011,https://link.springer.com/chapter/10.1007/978-1-4302-4024-2_11,Chapter
Security Add-Ons for Mobile Platforms,Secure IT Systems,,,,10.1007/978-3-642-34210-3_2,Benjamin AdolphiHanno Langweg,2012,https://link.springer.com/chapter/10.1007/978-3-642-34210-3_2,Conference paper
Extending NuGet,Pro NuGet,,,,10.1007/978-1-4302-4192-8_8,Maarten BalliauwXavier Decoster,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4192-8_8,Chapter
Preventative Medicine,Software Exorcism: A Handbook for Debugging and Optimizing Legacy Code,,,,10.1007/978-1-4302-5108-8_1,Bill Blunden,2012,https://link.springer.com/chapter/10.1007/978-1-4302-5108-8_1,Chapter
Attack of the Clones: Detecting Cloned Applications on Android Markets,Computer Security – ESORICS 2012,,,,10.1007/978-3-642-33167-1_3,Jonathan CrussellClint GiblerHao Chen,2012,https://link.springer.com/chapter/10.1007/978-3-642-33167-1_3,Conference paper
Alternating Control Flow Reconstruction,"Verification, Model Checking, and Abstract Interpretation",,,,10.1007/978-3-642-27940-9_18,Johannes KinderDmitry Kravchenko,2012,https://link.springer.com/chapter/10.1007/978-3-642-27940-9_18,Conference paper
AndroidLeaks: Automatically Detecting Potential Privacy Leaks in Android Applications on a Large Scale,Trust and Trustworthy Computing,,,,10.1007/978-3-642-30921-2_17,Clint GiblerJonathan CrussellJeremy EricksonHao Chen,2012,https://link.springer.com/chapter/10.1007/978-3-642-30921-2_17,Conference paper
Symbolic Execution of Concurrent Objects in CLP,Practical Aspects of Declarative Languages,,,,10.1007/978-3-642-27694-1_10,Elvira AlbertPuri ArenasMiguel Gómez-Zamalloa,2012,https://link.springer.com/chapter/10.1007/978-3-642-27694-1_10,Conference paper
"Internal Normalization, Compilation and Decompilation for System ${\mathcal F}_{\beta\eta}$",Functional and Logic Programming,,,,10.1007/978-3-642-12251-4_16,Stefano BerardiMakoto Tatsuta,2010,https://link.springer.com/chapter/10.1007/978-3-642-12251-4_16,Conference paper
Styling Your Application,Pro Business Applications with Silverlight 5,,,,10.1007/978-1-4302-3501-9_9,Chris Anderson,2012,https://link.springer.com/chapter/10.1007/978-1-4302-3501-9_9,Chapter
Resource-Driven CLP-Based Test Case Generation,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-642-32211-2_3,Elvira AlbertMiguel Gómez-ZamalloaJosé Miguel Rojas,2012,https://link.springer.com/chapter/10.1007/978-3-642-32211-2_3,Conference paper
The Navigation Framework,Pro Business Applications with Silverlight 5,,,,10.1007/978-1-4302-3501-9_3,Chris Anderson,2012,https://link.springer.com/chapter/10.1007/978-1-4302-3501-9_3,Chapter
Debugging Tools for MIDP Java Devices,"Mobile Computing, Applications, and Services",,,,10.1007/978-3-642-29336-8_5,Olli KallioinenTommi Mikkonen,2012,https://link.springer.com/chapter/10.1007/978-3-642-29336-8_5,Conference paper
Tuning the Application Server,PeopleSoft for the Oracle DBA,,,,10.1007/978-1-4302-3708-2_13,David Kurtz,2012,https://link.springer.com/chapter/10.1007/978-1-4302-3708-2_13,Chapter
Combining static and dynamic array detection for binary synthesis with multiple memory ports,Design Automation for Embedded Systems,,,,10.1007/s10617-010-9065-z,Nadav RotemYosi Ben Asher,2010,https://link.springer.com/article/10.1007/s10617-010-9065-z,Article
Introducing Silverlight,Pro Silverlight 5 in VB,,,,10.1007/978-1-4302-3519-4_1,Matthew Macdonald,2012,https://link.springer.com/chapter/10.1007/978-1-4302-3519-4_1,Chapter
Security,Beginning Windows Phone App Development,,,,10.1007/978-1-4302-4135-5_19,Henry LeeEugene Chuvyrov,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4135-5_19,Chapter
Finch: A System for Evolving Java (Bytecode),Genetic Programming Theory and Practice VIII,,,,10.1007/978-1-4419-7747-2_1,Michael OrlovMoshe Sipper,2011,https://link.springer.com/chapter/10.1007/978-1-4419-7747-2_1,Chapter
Guest editor’s introduction to the special section on source code analysis and manipulation,Software Quality Journal,,,,10.1007/s11219-011-9134-y,Sibylle SchuppAndrew Walenstein,2011,https://link.springer.com/article/10.1007/s11219-011-9134-y,Article
A New Method for Program Inversion,Compiler Construction,,,,10.1007/978-3-642-28652-0_5,Cong HouGeorge VulovDaniel QuinlanDavid JeffersonRichard FujimotoRichard Vuduc,2012,https://link.springer.com/chapter/10.1007/978-3-642-28652-0_5,Conference paper
Manual Context Handling,Modern Compiler Design,,,,10.1007/978-1-4614-4699-6_5,Dick GruneKees van ReeuwijkHenri E. BalCeriel J. H. JacobsKoen Langendoen,2012,https://link.springer.com/chapter/10.1007/978-1-4614-4699-6_5,Chapter
Misleading Malware Similarities Analysis by Automatic Data Structure Obfuscation,Information Security,,,,10.1007/978-3-642-18178-8_16,Zhi XinHuiyu ChenHao HanBing MaoLi Xie,2011,https://link.springer.com/chapter/10.1007/978-3-642-18178-8_16,Conference paper
A bundle of software rights and duties,Ethics and Information Technology,,,,10.1007/s10676-010-9229-3,David M. Douglas,2010,https://link.springer.com/article/10.1007/s10676-010-9229-3,Article
A self-adaptive heterogeneous multi-core architecture for embedded real-time video object tracking,Journal of Real-Time Image Processing,,,,10.1007/s11554-011-0212-y,Markus HappeEnno LübbersMarco Platzner,2011,https://link.springer.com/article/10.1007/s11554-011-0212-y,Article
Software model checking without source code,Innovations in Systems and Software Engineering,,,,10.1007/s11334-010-0125-0,Sagar ChakiJames Ivers,2010,https://link.springer.com/article/10.1007/s11334-010-0125-0,Article
The Semantic Analysis Using Tree Transformation on the Objective-C Compiler,"Multimedia, Computer Graphics and Broadcasting",,,,10.1007/978-3-642-27204-2_8,YunSik SonYangSun Lee,2011,https://link.springer.com/chapter/10.1007/978-3-642-27204-2_8,Conference paper
RICB: Integer Overflow Vulnerability Dynamic Analysis via Buffer Overflow,"Forensics in Telecommunications, Information, and Multimedia",,,,10.1007/978-3-642-23602-0_9,Yong WangDawu GuJianping XuMi WenLiwen Deng,2011,https://link.springer.com/chapter/10.1007/978-3-642-23602-0_9,Conference paper
Real-time GPU color-based segmentation of football players,Journal of Real-Time Image Processing,,,,10.1007/s11554-011-0194-9,Miguel Angel Montañés LabordaEnrique F. Torres MorenoJesús Martínez del RincónJosé Elías Herrero Jaraba,2011,https://link.springer.com/article/10.1007/s11554-011-0194-9,Article
Software Reverse Engineering,Handbook of Information and Communication Security,,,,10.1007/978-3-642-04117-4_31,Teodoro CipressoMark Stamp,2010,https://link.springer.com/chapter/10.1007/978-3-642-04117-4_31,Chapter
Garbage Collection,Pro .NET Performance,,,,10.1007/978-1-4302-4459-2_4,Sasha GoldshteinDima ZurbalevIdo Flatow,2012,https://link.springer.com/chapter/10.1007/978-1-4302-4459-2_4,Chapter
Embedded Software Security through Key-Based Control Flow Obfuscation,Security Aspects in Information Technology,,,,10.1007/978-3-642-24586-2_5,Rajat Subhra ChakrabortySeetharam NarasimhanSwarup Bhunia,2011,https://link.springer.com/chapter/10.1007/978-3-642-24586-2_5,Conference paper
Automatic reconstruction of data types in the decompilation problem,Programming and Computer Software,,,,10.1134/S0361768809020066,E. N. DolgovaA. V. Chernov,2009,https://link.springer.com/article/10.1134/S0361768809020066,Article
A Framework for Defining Malware Behavior Using Run Time Analysis and Resource Monitoring,Software Engineering and Computer Systems,,,,10.1007/978-3-642-22170-5_18,Mohamad Fadli ZolkipliAman Jantan,2011,https://link.springer.com/chapter/10.1007/978-3-642-22170-5_18,Conference paper
Touring Language APIs,Beginning Java 7,,,,10.1007/978-1-4302-3910-9_4,Jeff Friesen,2011,https://link.springer.com/chapter/10.1007/978-1-4302-3910-9_4,Chapter
SMT solvers: new oracles for the HOL theorem prover,International Journal on Software Tools for Technology Transfer,,,,10.1007/s10009-011-0188-8,Tjark Weber,2011,https://link.springer.com/article/10.1007/s10009-011-0188-8,Article
Specification and Verification of ARM Hardware and Software,Design and Verification of Microprocessor Systems for High-Assurance Applications,,,,10.1007/978-1-4419-1539-9_8,Anthony C. J. FoxMichael J. C. GordonMagnus O. Myreen,2010,https://link.springer.com/chapter/10.1007/978-1-4419-1539-9_8,Chapter
Advanced Build Techniques,Advanced BlackBerry 6 Development,,,,10.1007/978-1-4302-3211-7_11,Chris King,2011,https://link.springer.com/chapter/10.1007/978-1-4302-3211-7_11,Chapter
Flash Security,AdvancED Flex 4,,,,10.1007/978-1-4302-2484-6_11,Elad Elrom,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2484-6_11,Chapter
Biting the Hand That Serves You: A Closer Look at Client-Side Flash Proxies for Cross-Domain Requests,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-642-22424-9_6,Martin JohnsSebastian Lekies,2011,https://link.springer.com/chapter/10.1007/978-3-642-22424-9_6,Conference paper
Sawja: Static Analysis Workshop for Java,Formal Verification of Object-Oriented Software,,,,10.1007/978-3-642-18070-5_7,Laurent HubertNicolas BarréFrédéric BessonDelphine DemangeThomas JensenVincent MonfortDavid PichardieTiphaine Turpin,2011,https://link.springer.com/chapter/10.1007/978-3-642-18070-5_7,Conference paper
A Verified Runtime for a Verified Theorem Prover,Interactive Theorem Proving,,,,10.1007/978-3-642-22863-6_20,Magnus O. MyreenJared Davis,2011,https://link.springer.com/chapter/10.1007/978-3-642-22863-6_20,Conference paper
Static Dominance Inference,"Objects, Models, Components, Patterns",,,,10.1007/978-3-642-21952-8_16,Ana MilanovaJan Vitek,2011,https://link.springer.com/chapter/10.1007/978-3-642-21952-8_16,Conference paper
Translator Generation Using ART,Software Language Engineering,,,,10.1007/978-3-642-19440-5_20,Adrian JohnstoneElizabeth Scott,2011,https://link.springer.com/chapter/10.1007/978-3-642-19440-5_20,Conference paper
Security,Beginning Windows Phone 7 Development,,,,10.1007/978-1-4302-3597-2_19,Henry LeeEugene Chuvyrov,2011,https://link.springer.com/chapter/10.1007/978-1-4302-3597-2_19,Chapter
Compositional CLP-Based Test Data Generation for Imperative Languages,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-642-20551-4_7,Elvira AlbertMiguel Gómez-ZamalloaJosé Miguel RojasGermán Puebla,2011,https://link.springer.com/chapter/10.1007/978-3-642-20551-4_7,Conference paper
To Goto Where No Statement Has Gone Before,"Verified Software: Theories, Tools, Experiments",,,,10.1007/978-3-642-15057-9_11,Mike BarnettK. Rustan M. Leino,2010,https://link.springer.com/chapter/10.1007/978-3-642-15057-9_11,Conference paper
Retrofitting Security in COTS Software with Binary Rewriting,Future Challenges in Security and Privacy for Academia and Industry,,,,10.1007/978-3-642-21424-0_13,Pádraig O’SullivanKapil AnandAparna KothaMatthew SmithsonRajeev BaruaAngelos D. Keromytis,2011,https://link.springer.com/chapter/10.1007/978-3-642-21424-0_13,Conference paper
Dynamic Detection and Reconfiguration,Dynamic Reconfigurable Architectures and Transparent Optimization Techniques,,,,10.1007/978-90-481-3913-2_5,Antonio Carlos Schneider Beck Fl.Luigi Carro,2010,https://link.springer.com/chapter/10.1007/978-90-481-3913-2_5,Chapter
M3-SCoPE: Performance Modeling of Multi-Processor Embedded Systems for Fast Design Space Exploration,Multi-objective Design Space Exploration of Multiprocessor SoC Architectures,,,,10.1007/978-1-4419-8837-9_2,Hector PosadasSara RealEugenio Villar,2011,https://link.springer.com/chapter/10.1007/978-1-4419-8837-9_2,Chapter
Application Development,Visual C# 2010 Recipes,,,,10.1007/978-1-4302-2526-3_1,Allen JonesAdam Freeman,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2526-3_1,Chapter
Innovative PLC Programming Systems,IEC 61131-3: Programming Industrial Automation Systems,,,,10.1007/978-3-642-12015-2_7,Karl-Heinz JohnMichael Tiegelkamp,2010,https://link.springer.com/chapter/10.1007/978-3-642-12015-2_7,Chapter
Automatic binary deobfuscation,Journal in Computer Virology,,,,10.1007/s11416-009-0126-4,Yoann GuillotAlexandre Gazet,2009,https://link.springer.com/article/10.1007/s11416-009-0126-4,Article
Aspect Modification of an EAR Application a,Advanced Techniques in Computing Sciences and Software Engineering,,,,10.1007/978-90-481-3660-5_18,Ilona BluemkeKonrad Billewicz,2010,https://link.springer.com/chapter/10.1007/978-90-481-3660-5_18,Conference paper
An Analysis of the iKee.B iPhone Botnet,Security and Privacy in Mobile Information and Communication Systems,,,,10.1007/978-3-642-17502-2_12,Phillip PorrasHassen SaïdiVinod Yegneswaran,2010,https://link.springer.com/chapter/10.1007/978-3-642-17502-2_12,Conference paper
Enhancing Security,Expert Oracle and Java Security,,,,10.1007/978-1-4302-3832-4_11,David Coffin,2011,https://link.springer.com/chapter/10.1007/978-1-4302-3832-4_11,Chapter
Interprocedural Control Flow Reconstruction,Programming Languages and Systems,,,,10.1007/978-3-642-17164-2_14,Andrea FlexederBogdan MihailaMichael PetterHelmut Seidl,2010,https://link.springer.com/chapter/10.1007/978-3-642-17164-2_14,Conference paper
Contents of CD-ROM and DVD,IEC 61131-3: Programming Industrial Automation Systems,,,,10.1007/978-3-642-12015-2_10,Karl-Heinz JohnMichael Tiegelkamp,2010,https://link.springer.com/chapter/10.1007/978-3-642-12015-2_10,Chapter
"Science, Technology, and Reality in The Matrix Online and Tabula Rasa",Online Worlds: Convergence of the Real and the Virtual,,,,10.1007/978-1-84882-825-4_5,William Sims Bainbridge,2010,https://link.springer.com/chapter/10.1007/978-1-84882-825-4_5,Chapter
Overview of ASP.NET MVC Projects,Pro ASP.NET MVC 2 Framework,,,,10.1007/978-1-4302-2887-5_7,Steven Sanderson,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2887-5_7,Chapter
A Metric-Based Scheme for Evaluating Tamper Resistant Software Systems,Security and Privacy – Silver Linings in the Cloud,,,,10.1007/978-3-642-15257-3_17,Gideon MylesHongxia Jin,2010,https://link.springer.com/chapter/10.1007/978-3-642-15257-3_17,Conference paper
Fast and Accurate Strong Termination Analysis with an Application to Partial Evaluation,Functional and Constraint Logic Programming,,,,10.1007/978-3-642-11999-6_8,Michael LeuschelSalvador TamaritGermán Vidal,2010,https://link.springer.com/chapter/10.1007/978-3-642-11999-6_8,Conference paper
Context-sensitive analysis without calling-context,Higher-Order and Symbolic Computation,,,,10.1007/s10990-011-9080-1,Arun LakhotiaDavidson R. BoccardoAnshuman SinghAleardo Manacero Jr.,2010,https://link.springer.com/article/10.1007/s10990-011-9080-1,Article
Test Data Generation of Bytecode by CLP Partial Evaluation,Logic-Based Program Synthesis and Transformation,,,,10.1007/978-3-642-00515-2_2,Elvira AlbertMiguel Gómez-ZamalloaGermán Puebla,2009,https://link.springer.com/chapter/10.1007/978-3-642-00515-2_2,Conference paper
Distributing Your Game,Windows Mobile Game Development,,,,10.1007/978-1-4302-2929-2_14,Adam Dawes,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2929-2_14,Chapter
Reflection,Pro Dynamic .NET 4.0 Applications,,,,10.1007/978-1-4302-2520-1_2,Carl Ganz,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2520-1_2,Chapter
Detection of Polymorphic Viruses in Windows Executables,Contemporary Computing,,,,10.1007/978-3-642-14825-5_11,Abhiram KasinaAmit SutharRajeev Kumar,2010,https://link.springer.com/chapter/10.1007/978-3-642-14825-5_11,Conference paper
Functional Reverse Engineering for Re-creation Design,Proceedings of the 6th CIRP-Sponsored International Conference on Digital Enterprise Technology,,,,10.1007/978-3-642-10430-5_14,Dunbing TangRenmiao ZhuXuling ChenTiegang ZangRonghua Xu,2010,https://link.springer.com/chapter/10.1007/978-3-642-10430-5_14,Conference paper
Designing and implementing an undergraduate program in information systems security,Education and Information Technologies,,,,10.1007/s10639-010-9123-y,Victor RalevichDragana Martinovic,2010,https://link.springer.com/article/10.1007/s10639-010-9123-y,Article
Exploitation of Secrets Injected in Java Midlets,"Global Security, Safety, and Sustainability",,,,10.1007/978-3-642-04062-7_18,Alessandro DistefanoAntonio GrilloAlessandro LentiniGianluigi MeRiccardo Galbani,2009,https://link.springer.com/chapter/10.1007/978-3-642-04062-7_18,Conference paper
ReconfigurableMulticore Architectures,Multicore Systems On-Chip: Practical Software/Hardware Design,,,,10.2991/978-94-91216-33-6_7,Abderazek Ben Abdallah,2010,https://link.springer.com/chapter/10.2991/978-94-91216-33-6_7,Chapter
Researching on Cryptographic Algorithm Recognition Based on Static Characteristic-Code,Security Technology,,,,10.1007/978-3-642-10847-1_18,Tie-Ming LiuLie-hui JiangHong-qi HeJi-zhong LiXian Yu,2009,https://link.springer.com/chapter/10.1007/978-3-642-10847-1_18,Conference paper
Quo Vadis? Reliable and Practical Rule Extraction from Neural Networks,Advances in Machine Learning I,,,,10.1007/978-3-642-05177-7_24,Joachim DiederichAlan B. TickleShlomo Geva,2010,https://link.springer.com/chapter/10.1007/978-3-642-05177-7_24,Chapter
Extensible Proof-Producing Compilation,Compiler Construction,,,,10.1007/978-3-642-00722-4_2,Magnus O. MyreenKonrad SlindMichael J. C. Gordon,2009,https://link.springer.com/chapter/10.1007/978-3-642-00722-4_2,Conference paper
DSP Instruction Set Simulation,Handbook of Signal Processing Systems,,,,10.1007/978-1-4419-6345-1_24,Florian BrandnerNigel HorspoolAndreas Krall,2010,https://link.springer.com/chapter/10.1007/978-1-4419-6345-1_24,Chapter
Reusable Verification of a Copying&#xa0;Collector,"Verified Software: Theories, Tools, Experiments",,,,10.1007/978-3-642-15057-9_10,Magnus O. Myreen,2010,https://link.springer.com/chapter/10.1007/978-3-642-15057-9_10,Conference paper
A Rely-Guarantee Proof System for x86-TSO,"Verified Software: Theories, Tools, Experiments",,,,10.1007/978-3-642-15057-9_4,Tom Ridge,2010,https://link.springer.com/chapter/10.1007/978-3-642-15057-9_4,Conference paper
IntFinder: Automatically Detecting Integer Bugs in x86 Binary Program,Information and Communications Security,,,,10.1007/978-3-642-11145-7_26,Ping ChenHao HanYi WangXiaobin ShenXinchun YinBing MaoLi Xie,2009,https://link.springer.com/chapter/10.1007/978-3-642-11145-7_26,Conference paper
JReq: Database Queries in Imperative Languages,Compiler Construction,,,,10.1007/978-3-642-11970-5_6,Ming-Yee IuEmmanuel CecchetWilly Zwaenepoel,2010,https://link.springer.com/chapter/10.1007/978-3-642-11970-5_6,Conference paper
Packaging and Deploying Silverlight Applications,Introducing Silverlight 4,,,,10.1007/978-1-4302-2992-6_17,Ashish Ghoda,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2992-6_17,Chapter
A Generic Binary Analysis Method for Malware,Advances in Information and Computer Security,,,,10.1007/978-3-642-16825-3_14,Tomonori IzumidaKokichi FutatsugiAkira Mori,2010,https://link.springer.com/chapter/10.1007/978-3-642-16825-3_14,Conference paper
Organizing Large Scale Hacking Competitions,"Detection of Intrusions and Malware, and Vulnerability Assessment",,,,10.1007/978-3-642-14215-4_8,Nicholas ChildersBryce BoeLorenzo CavallaroLudovico CavedonMarco CovaManuel EgeleGiovanni Vigna,2010,https://link.springer.com/chapter/10.1007/978-3-642-14215-4_8,Conference paper
Security,Introducing Silverlight 4,,,,10.1007/978-1-4302-2992-6_15,Ashish Ghoda,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2992-6_15,Chapter
WebParts and SharePoint Pages,Microsoft SharePoint 2010,,,,10.1007/978-1-4302-2866-0_4,Sahil Malik,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2866-0_4,Chapter
A Provably Correct Stackless Intermediate Representation for Java Bytecode,Programming Languages and Systems,,,,10.1007/978-3-642-17164-2_8,Delphine DemangeThomas JensenDavid Pichardie,2010,https://link.springer.com/chapter/10.1007/978-3-642-17164-2_8,Conference paper
Introducing Silverlight,Pro Silverlight 4 in VB,,,,10.1007/978-1-4302-3549-1_1,Matthew MacDonald,2010,https://link.springer.com/chapter/10.1007/978-1-4302-3549-1_1,Chapter
Introducing Silverlight,Pro Silverlight 4 in C#,,,,10.1007/978-1-4302-2980-3_1,,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2980-3_1,Chapter
Flash Builder 4: The programming environment,Flash Builder and Flash Catalyst,,,,10.1007/978-1-4302-2836-3_3,Steven Peeters,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2836-3_3,Chapter
Mapping with Annotations,Beginning Hibernate,,,,10.1007/978-1-4302-2851-6_6,Jeff LinwoodDave Minter,2010,https://link.springer.com/chapter/10.1007/978-1-4302-2851-6_6,Chapter
